LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
Suertres Lotto 4PM,4-2-1,9/14/2018,"4,500.00",470
Suertres Lotto 9PM,8-0-1,9/14/2018,"4,500.00",554
EZ2 Lotto 9PM,20-19,9/14/2018,"4,000.00",184
EZ2 Lotto 11AM,19-01,9/14/2018,"4,000.00",112
EZ2 Lotto 4PM,11-27,9/14/2018,"4,000.00",222
Ultra Lotto 6/58,52-32-55-17-07-40,9/14/2018,"601,502,936.00",0
Superlotto 6/49,06-24-48-37-29-22,9/13/2018,"34,056,396.00",0
6Digit,4-0-7-4-3-4,9/13/2018,"892,361.00",1
Suertres Lotto 11AM,9-9-4,9/13/2018,"4,500.00",129
Suertres Lotto 4PM,8-0-7,9/13/2018,"4,500.00",208
Suertres Lotto 9PM,6-8-4,9/13/2018,"4,500.00",294
EZ2 Lotto 9PM,01-07,9/13/2018,"4,000.00",498
Lotto 6/42,30-14-05-35-03-09,9/13/2018,"16,361,271.00",0
EZ2 Lotto 11AM,12-02,9/13/2018,"4,000.00",90
EZ2 Lotto 4PM,08-19,9/13/2018,"4,000.00",230
Megalotto 6/45,33-10-19-03-09-20,9/12/2018,"8,910,000.00",0
4Digit,1-6-3-7,9/12/2018,"23,750.00",33
Suertres Lotto 11AM,5-1-3,9/12/2018,"4,500.00",272
Suertres Lotto 4PM,4-7-1,9/12/2018,"4,500.00",337
Suertres Lotto 9PM,2-2-9,9/12/2018,"4,500.00",640
EZ2 Lotto 9PM,31-04,9/12/2018,"4,000.00",163
EZ2 Lotto 11AM,28-21,9/12/2018,"4,000.00",69
EZ2 Lotto 4PM,01-18,9/12/2018,"4,000.00",126
Grand Lotto 6/55,03-36-52-20-26-33,9/12/2018,"30,333,664.00",0
Superlotto 6/49,05-07-28-49-40-19,9/11/2018,"29,696,646.00",0
6Digit,2-2-8-8-0-3,9/11/2018,"579,386.78",0
Suertres Lotto 11AM,8-1-2,9/11/2018,"4,500.00",300
Suertres Lotto 4PM,4-0-4,9/11/2018,"4,500.00",309
Suertres Lotto 9PM,2-5-4,9/11/2018,"4,500.00",528
EZ2 Lotto 9PM,20-15,9/11/2018,"4,000.00",149
Lotto 6/42,17-31-14-02-38-21,9/11/2018,"13,193,719.00",0
EZ2 Lotto 11AM,13-25,9/11/2018,"4,000.00",218
EZ2 Lotto 4PM,13-11,9/11/2018,"4,000.00",222
Ultra Lotto 6/58,33-30-03-43-18-19,9/11/2018,"574,579,336.00",0
Megalotto 6/45,19-45-44-32-33-06,9/10/2018,"8,910,000.00",0
4Digit,2-6-9-0,9/10/2018,"27,675.00",30
Suertres Lotto 11AM,5-7-0,9/10/2018,"4,500.00",221
Suertres Lotto 4PM,3-3-5,9/10/2018,"4,500.00",371
Suertres Lotto 9PM,5-4-0,9/10/2018,"4,500.00",317
EZ2 Lotto 9PM,09-26,9/10/2018,"4,000.00",703
EZ2 Lotto 11AM,17-20,9/10/2018,"4,000.00",113
EZ2 Lotto 4PM,09-27,9/10/2018,"4,000.00",248
Grand Lotto 6/55,54-05-48-37-33-16,9/10/2018,"29,700,000.00",0
Superlotto 6/49,23-08-21-05-27-47,9/9/2018,"26,340,863.00",0
Suertres Lotto 11AM,7-7-2,9/9/2018,"4,500.00",186
Suertres Lotto 4PM,1-5-2,9/9/2018,"4,500.00",198
Suertres Lotto 9PM,5-3-2,9/9/2018,"4,500.00",1033
EZ2 Lotto 9PM,04-18,9/9/2018,"4,000.00",402
EZ2 Lotto 11AM,24-09,9/9/2018,"4,000.00",191
EZ2 Lotto 4PM,08-17,9/9/2018,"4,000.00",209
Ultra Lotto 6/58,24-35-56-38-28-42,9/9/2018,"551,720,748.00",0
6Digit,2-1-0-6-3-4,9/8/2018,"375,011.12",0
Suertres Lotto 11AM,7-8-2,9/8/2018,"4,500.00",190
Suertres Lotto 4PM,2-1-9,9/8/2018,"4,500.00",503
Suertres Lotto 9PM,1-3-5,9/8/2018,"4,500.00",658
EZ2 Lotto 9PM,29-07,9/8/2018,"4,000.00",439
Lotto 6/42,13-21-23-26-10-35,9/8/2018,"10,399,883.00",0
EZ2 Lotto 11AM,29-02,9/8/2018,"4,000.00",56
EZ2 Lotto 4PM,04-24,9/8/2018,"4,000.00",195
Grand Lotto 6/55,22-46-29-49-05-23,9/8/2018,"29,700,000.00",0
Megalotto 6/45,26-08-45-17-19-25,9/7/2018,"40,063,895.00",1
4Digit,9-8-8-8,9/7/2018,"10,000.00",79
Suertres Lotto 11AM,2-8-3,9/7/2018,"4,500.00",163
Suertres Lotto 4PM,9-6-1,9/7/2018,"4,500.00",250
Suertres Lotto 9PM,1-0-2,9/7/2018,"4,500.00",629
EZ2 Lotto 9PM,23-25,9/7/2018,"4,000.00",310
EZ2 Lotto 11AM,10-16,9/7/2018,"4,000.00",227
EZ2 Lotto 4PM,17-21,9/7/2018,"4,000.00",192
Ultra Lotto 6/58,17-06-55-54-20-27,9/7/2018,"528,487,576.00",0
Superlotto 6/49,14-12-48-45-43-28,9/6/2018,"22,099,256.00",0
6Digit,1-7-7-8-3-9,9/6/2018,"274,474.42",0
Suertres Lotto 11AM,0-9-0,9/6/2018,"4,500.00",152
Suertres Lotto 4PM,8-2-0,9/6/2018,"4,500.00",227
Suertres Lotto 9PM,5-6-1,9/6/2018,"4,500.00",622
EZ2 Lotto 9PM,09-17,9/6/2018,"4,000.00",641
Lotto 6/42,37-15-13-01-06-04,9/6/2018,"7,459,619.00",0
EZ2 Lotto 11AM,15-12,9/6/2018,"4,000.00",153
EZ2 Lotto 4PM,08-14,9/6/2018,"4,000.00",158
Megalotto 6/45,13-20-23-31-05-33,9/5/2018,"35,553,209.00",0
4Digit,5-8-2-7,9/5/2018,"16,600.00",20
Suertres Lotto 11AM,3-6-0,9/5/2018,"4,500.00",329
Suertres Lotto 4PM,6-0-7,9/5/2018,"4,500.00",294
Suertres Lotto 9PM,8-2-1,9/5/2018,"4,500.00",668
EZ2 Lotto 9PM,16-16,9/5/2018,"4,000.00",677
EZ2 Lotto 11AM,28-07,9/5/2018,"4,000.00",90
EZ2 Lotto 4PM,01-19,9/5/2018,"4,000.00",198
Grand Lotto 6/55,27-26-47-02-29-05,9/5/2018,"29,700,000.00",0
Superlotto 6/49,19-01-38-39-44-43,9/4/2018,"18,543,489.00",0
6Digit,0-9-1-9-0-2,9/4/2018,"948,386.00",1
Suertres Lotto 11AM,1-2-0,9/4/2018,"4,500.00",398
Suertres Lotto 4PM,3-5-6,9/4/2018,"4,500.00",276
Suertres Lotto 9PM,4-1-9,9/4/2018,"4,500.00",927
EZ2 Lotto 9PM,31-14,9/4/2018,"4,000.00",102
Lotto 6/42,15-36-02-30-24-42,9/4/2018,"5,940,000.00",0
EZ2 Lotto 11AM,11-09,9/4/2018,"4,000.00",252
EZ2 Lotto 4PM,12-18,9/4/2018,"4,000.00",222
Ultra Lotto 6/58,07-08-41-25-13-30,9/4/2018,"503,330,392.00",0
Megalotto 6/45,06-11-39-12-15-27,9/3/2018,"31,564,317.00",0
4Digit,5-6-9-8,9/3/2018,"34,511.00",22
Suertres Lotto 11AM,2-8-6,9/3/2018,"4,500.00",317
Suertres Lotto 4PM,5-7-6,9/3/2018,"4,500.00",315
Suertres Lotto 9PM,9-0-6,9/3/2018,"4,500.00",501
EZ2 Lotto 9PM,17-22,9/3/2018,"4,000.00",384
EZ2 Lotto 11AM,08-29,9/3/2018,"4,000.00",238
EZ2 Lotto 4PM,18-30,9/3/2018,"4,000.00",186
Grand Lotto 6/55,37-55-48-54-31-15,9/3/2018,"29,700,000.00",0
Superlotto 6/49,22-44-45-23-48-46,9/2/2018,"15,840,000.00",0
Suertres Lotto 11AM,5-7-9,9/2/2018,"4,500.00",234
Suertres Lotto 4PM,3-9-6,9/2/2018,"4,500.00",192
Suertres Lotto 9PM,1-5-4,9/2/2018,"4,500.00",266
EZ2 Lotto 9PM,29-03,9/2/2018,"4,000.00",273
EZ2 Lotto 11AM,28-08,9/2/2018,"4,000.00",206
EZ2 Lotto 4PM,02-22,9/2/2018,"4,000.00",252
Ultra Lotto 6/58,41-51-28-30-54-24,9/2/2018,"485,363,060.00",0
6Digit,9-6-4-3-9-0,9/1/2018,"898,386.26",0
Suertres Lotto 11AM,2-8-0,9/1/2018,"4,500.00",321
Suertres Lotto 4PM,8-3-0,9/1/2018,"4,500.00",772
Suertres Lotto 9PM,6-5-6,9/1/2018,"4,500.00",257
EZ2 Lotto 9PM,20-31,9/1/2018,"4,000.00",114
Lotto 6/42,36-13-10-06-03-14,9/1/2018,"5,940,000.00",0
EZ2 Lotto 11AM,29-06,9/1/2018,"4,000.00",195
EZ2 Lotto 4PM,26-06,9/1/2018,"4,000.00",217
Grand Lotto 6/55,16-28-29-20-30-26,9/1/2018,"29,700,000.00",0
Megalotto 6/45,14-25-43-01-05-42,8/31/2018,"27,784,529.00",0
4Digit,6-8-8-0,8/31/2018,"65,526.00",12
Suertres Lotto 11AM,3-8-5,8/31/2018,"4,500.00",256
Suertres Lotto 4PM,3-8-2,8/31/2018,"4,500.00",281
Suertres Lotto 9PM,5-9-2,8/31/2018,"4,500.00",341
EZ2 Lotto 9PM,06-03,8/31/2018,"4,000.00",447
EZ2 Lotto 11AM,21-08,8/31/2018,"4,000.00",178
EZ2 Lotto 4PM,29-08,8/31/2018,"4,000.00",216
Ultra Lotto 6/58,03-30-38-19-54-07,8/31/2018,"467,068,348.00",0
Superlotto 6/49,12-25-30-02-34-24,8/30/2018,"15,840,000.00",0
6Digit,5-8-2-2-2-8,8/30/2018,"582,926.26",0
Suertres Lotto 11AM,7-6-1,8/30/2018,"4,500.00",313
Suertres Lotto 4PM,8-3-9,8/30/2018,"4,500.00",328
Suertres Lotto 9PM,9-1-3,8/30/2018,"4,500.00",1139
EZ2 Lotto 9PM,23-24,8/30/2018,"4,000.00",198
Lotto 6/42,09-14-29-38-16-34,8/30/2018,"6,839,027.00",1
EZ2 Lotto 11AM,25-09,8/30/2018,"4,000.00",230
EZ2 Lotto 4PM,09-28,8/30/2018,"4,000.00",220
Megalotto 6/45,07-17-15-13-36-08,8/29/2018,"23,962,665.00",0
4Digit,6-4-8-7,8/29/2018,"72,994.00",11
Suertres Lotto 11AM,5-0-6,8/29/2018,"4,500.00",326
Suertres Lotto 4PM,1-2-2,8/29/2018,"4,500.00",476
Suertres Lotto 9PM,2-6-5,8/29/2018,"4,500.00",513
EZ2 Lotto 9PM,27-25,8/29/2018,"4,000.00",290
EZ2 Lotto 11AM,26-20,8/29/2018,"4,000.00",45
EZ2 Lotto 4PM,14-06,8/29/2018,"4,000.00",128
Grand Lotto 6/55,37-49-28-12-32-10,8/29/2018,"29,700,000.00",0
Superlotto 6/49,34-23-33-41-29-32,8/28/2018,"15,840,000.00",0
6Digit,4-3-1-9-1-2,8/28/2018,"532,926.26",0
Suertres Lotto 11AM,4-9-4,8/28/2018,"4,500.00",207
Suertres Lotto 4PM,0-0-0,8/28/2018,"4,500.00",882
Suertres Lotto 9PM,1-9-0,8/28/2018,"4,500.00",627
EZ2 Lotto 9PM,29-25,8/28/2018,"4,000.00",213
Lotto 6/42,22-04-07-13-24-18,8/28/2018,"5,940,000.00",0
EZ2 Lotto 11AM,16-28,8/28/2018,"4,000.00",202
EZ2 Lotto 4PM,22-26,8/28/2018,"4,000.00",151
Ultra Lotto 6/58,28-29-08-40-33-04,8/28/2018,"446,795,172.00",0
Megalotto 6/45,03-16-06-32-44-34,8/27/2018,"20,727,729.00",0
4Digit,9-4-5-9,8/27/2018,"38,940.00",17
Suertres Lotto 11AM,4-6-4,8/27/2018,"4,500.00",245
Suertres Lotto 4PM,1-1-4,8/27/2018,"4,500.00",454
Suertres Lotto 9PM,4-5-7,8/27/2018,"4,500.00",371
EZ2 Lotto 9PM,09-29,8/27/2018,"4,000.00",597
EZ2 Lotto 11AM,12-16,8/27/2018,"4,000.00",129
EZ2 Lotto 4PM,24-20,8/27/2018,"4,000.00",73
Grand Lotto 6/55,53-49-34-18-27-16,8/27/2018,"29,700,000.00",0
Superlotto 6/49,43-30-42-11-28-47,8/26/2018,"15,840,000.00",0
Suertres Lotto 11AM,5-2-4,8/26/2018,"4,500.00",348
Suertres Lotto 4PM,1-8-3,8/26/2018,"4,500.00",193
Suertres Lotto 9PM,2-6-4,8/26/2018,"4,500.00",429
EZ2 Lotto 9PM,11-11,8/26/2018,"4,000.00",733
EZ2 Lotto 11AM,29-17,8/26/2018,"4,000.00",59
EZ2 Lotto 4PM,19-14,8/26/2018,"4,000.00",131
Ultra Lotto 6/58,43-54-39-14-46-36,8/26/2018,"432,811,540.00",0
6Digit,4-0-7-4-3-7,8/25/2018,"482,926.26",0
Suertres Lotto 11AM,2-9-9,8/25/2018,"4,500.00",225
Suertres Lotto 4PM,2-7-6,8/25/2018,"4,500.00",168
Suertres Lotto 9PM,9-0-5,8/25/2018,"4,500.00",362
EZ2 Lotto 9PM,25-17,8/25/2018,"4,000.00",121
Lotto 6/42,26-35-28-22-23-30,8/25/2018,"5,940,000.00",0
EZ2 Lotto 11AM,03-07,8/25/2018,"4,000.00",196
EZ2 Lotto 4PM,19-21,8/25/2018,"4,000.00",131
Grand Lotto 6/55,24-55-45-46-02-13,8/25/2018,"29,700,000.00",0
Megalotto 6/45,24-39-17-33-15-08,8/24/2018,"17,980,416.00",0
4Digit,8-6-8-9,8/24/2018,"48,910.00",16
Suertres Lotto 11AM,4-5-9,8/24/2018,"4,500.00",379
Suertres Lotto 4PM,1-2-3,8/24/2018,"4,500.00",406
Suertres Lotto 9PM,9-4-5,8/24/2018,"4,500.00",334
EZ2 Lotto 9PM,10-31,8/24/2018,"4,000.00",352
EZ2 Lotto 11AM,11-18,8/24/2018,"4,000.00",134
EZ2 Lotto 4PM,05-25,8/24/2018,"4,000.00",195
Ultra Lotto 6/58,04-27-49-16-47-41,8/24/2018,"420,202,552.00",0
Superlotto 6/49,03-05-08-02-32-10,8/23/2018,"15,840,000.00",0
6Digit,2-4-8-3-6-0,8/23/2018,"158,073.88",0
Suertres Lotto 11AM,5-0-3,8/23/2018,"4,500.00",835
Suertres Lotto 4PM,8-5-5,8/23/2018,"4,500.00",384
Suertres Lotto 9PM,5-4-1,8/23/2018,"4,500.00",508
EZ2 Lotto 9PM,31-02,8/23/2018,"4,000.00",79
Lotto 6/42,15-13-16-01-36-22,8/23/2018,"6,438,172.00",1
EZ2 Lotto 11AM,11-14,8/23/2018,"4,000.00",130
EZ2 Lotto 4PM,09-06,8/23/2018,"4,000.00",190
Megalotto 6/45,07-14-15-27-23-18,8/22/2018,"15,006,543.00",0
4Digit,2-0-2-8,8/22/2018,"10,000.00",126
Suertres Lotto 11AM,0-9-8,8/22/2018,"4,500.00",336
Suertres Lotto 4PM,2-1-9,8/22/2018,"4,500.00",718
Suertres Lotto 9PM,1-2-0,8/22/2018,"4,500.00",1191
EZ2 Lotto 9PM,30-27,8/22/2018,"4,000.00",115
EZ2 Lotto 11AM,16-08,8/22/2018,"4,000.00",203
EZ2 Lotto 4PM,12-05,8/22/2018,"4,000.00",114
Grand Lotto 6/55,01-26-47-42-19-17,8/22/2018,"62,454,158.00",1
Superlotto 6/49,29-17-09-19-28-04,8/21/2018,"47,841,537.00",1
6Digit,7-9-0-8-5-8,8/21/2018,"1,569,701.00",1
Suertres Lotto 11AM,8-8-6,8/21/2018,"4,500.00",162
Suertres Lotto 4PM,2-2-2,8/21/2018,"4,500.00",462
Suertres Lotto 9PM,8-0-1,8/21/2018,"4,500.00",383
EZ2 Lotto 9PM,28-26,8/21/2018,"4,000.00",170
Lotto 6/42,16-08-09-20-38-28,8/21/2018,"5,940,000.00",0
EZ2 Lotto 11AM,12-11,8/21/2018,"4,000.00",63
EZ2 Lotto 4PM,18-25,8/21/2018,"4,000.00",195
Ultra Lotto 6/58,53-10-52-19-08-58,8/21/2018,"406,162,932.00",0
Megalotto 6/45,34-20-28-17-31-16,8/20/2018,"12,423,253.00",0
4Digit,9-5-7-9,8/20/2018,"91,723.00",8
Suertres Lotto 11AM,4-6-0,8/20/2018,"4,500.00",329
Suertres Lotto 4PM,6-7-4,8/20/2018,"4,500.00",166
Suertres Lotto 9PM,4-9-2,8/20/2018,"4,500.00",264
EZ2 Lotto 9PM,25-06,8/20/2018,"4,000.00",208
EZ2 Lotto 11AM,05-30,8/20/2018,"4,000.00",226
EZ2 Lotto 4PM,26-11,8/20/2018,"4,000.00",118
Grand Lotto 6/55,44-54-08-20-28-30,8/20/2018,"59,062,046.00",0
Superlotto 6/49,37-06-38-01-16-47,8/19/2018,"45,120,977.00",0
Suertres Lotto 11AM,7-9-1,8/19/2018,"4,500.00",201
Suertres Lotto 4PM,6-4-6,8/19/2018,"4,500.00",202
Suertres Lotto 9PM,9-6-0,8/19/2018,"4,500.00",325
EZ2 Lotto 9PM,05-19,8/19/2018,"4,000.00",596
EZ2 Lotto 11AM,02-23,8/19/2018,"4,000.00",123
EZ2 Lotto 4PM,14-07,8/19/2018,"4,000.00",164
Ultra Lotto 6/58,16-17-15-05-23-54,8/19/2018,"395,659,120.00",0
6Digit,2-1-1-6-9-1,8/18/2018,"1,519,701.62",0
Suertres Lotto 11AM,3-0-2,8/18/2018,"4,500.00",195
Suertres Lotto 4PM,8-1-3,8/18/2018,"4,500.00",604
Suertres Lotto 9PM,4-7-6,8/18/2018,"4,500.00",370
EZ2 Lotto 9PM,17-09,8/18/2018,"4,000.00",341
Lotto 6/42,34-06-25-38-14-01,8/18/2018,"5,940,000.00",0
EZ2 Lotto 11AM,23-10,8/18/2018,"4,000.00",65
EZ2 Lotto 4PM,16-12,8/18/2018,"4,000.00",100
Grand Lotto 6/55,29-54-35-14-19-27,8/18/2018,"55,835,755.00",0
Megalotto 6/45,29-23-24-37-20-41,8/17/2018,"9,893,965.00",0
4Digit,6-8-7-7,8/17/2018,"169,179.00",4
Suertres Lotto 11AM,7-9-4,8/17/2018,"4,500.00",114
Suertres Lotto 4PM,0-7-7,8/17/2018,"4,500.00",135
Suertres Lotto 9PM,6-4-4,8/17/2018,"4,500.00",383
EZ2 Lotto 9PM,16-29,8/17/2018,"4,000.00",325
EZ2 Lotto 11AM,01-21,8/17/2018,"4,000.00",93
EZ2 Lotto 4PM,04-19,8/17/2018,"4,000.00",217
Ultra Lotto 6/58,43-19-36-17-07-44,8/17/2018,"385,209,020.00",0
Superlotto 6/49,47-30-03-06-04-18,8/16/2018,"41,907,896.00",0
6Digit,8-1-9-3-9-6,8/16/2018,"1,469,701.62",0
Suertres Lotto 11AM,3-7-8,8/16/2018,"4,500.00",275
Suertres Lotto 4PM,0-3-8,8/16/2018,"4,500.00",345
Suertres Lotto 9PM,8-0-4,8/16/2018,"4,500.00",596
EZ2 Lotto 9PM,23-02,8/16/2018,"4,000.00",114
Lotto 6/42,23-30-10-36-18-15,8/16/2018,"22,741,821.00",2
EZ2 Lotto 11AM,31-10,8/16/2018,"4,000.00",67
EZ2 Lotto 4PM,27-13,8/16/2018,"4,000.00",60
Megalotto 6/45,44-40-02-10-39-32,8/15/2018,"8,910,000.00",0
4Digit,6-1-1-0,8/15/2018,"10,467.00",26
Suertres Lotto 11AM,1-6-9,8/15/2018,"4,500.00",428
Suertres Lotto 4PM,1-3-3,8/15/2018,"4,500.00",259
Suertres Lotto 9PM,0-2-3,8/15/2018,"4,500.00",557
EZ2 Lotto 9PM,27-15,8/15/2018,"4,000.00",256
EZ2 Lotto 11AM,10-01,8/15/2018,"4,000.00",213
EZ2 Lotto 4PM,10-28,8/15/2018,"4,000.00",218
Grand Lotto 6/55,14-54-07-09-51-10,8/15/2018,"52,639,690.00",0
Superlotto 6/49,45-10-03-14-47-01,8/14/2018,"38,791,788.00",0
6Digit,5-1-6-3-8-0,8/14/2018,"1,305,840.08",0
Suertres Lotto 11AM,7-0-5,8/14/2018,"4,500.00",198
Suertres Lotto 4PM,5-7-2,8/14/2018,"4,500.00",369
Suertres Lotto 9PM,7-1-5,8/14/2018,"4,500.00",1197
EZ2 Lotto 9PM,29-29,8/14/2018,"4,000.00",716
Lotto 6/42,36-08-39-26-30-32,8/14/2018,"20,124,819.00",0
EZ2 Lotto 11AM,24-24,8/14/2018,"4,000.00",208
EZ2 Lotto 4PM,08-22,8/14/2018,"4,000.00",413
Ultra Lotto 6/58,16-43-31-44-18-37,8/14/2018,"373,545,444.00",0
Megalotto 6/45,16-26-18-17-22-03,8/13/2018,"8,910,000.00",0
4Digit,7-2-6-9,8/13/2018,"70,812.00",10
Suertres Lotto 11AM,2-8-3,8/13/2018,"4,500.00",358
Suertres Lotto 4PM,6-8-2,8/13/2018,"4,500.00",300
Suertres Lotto 9PM,9-1-5,8/13/2018,"4,500.00",583
EZ2 Lotto 9PM,08-14,8/13/2018,"4,000.00",888
EZ2 Lotto 11AM,26-19,8/13/2018,"4,000.00",63
EZ2 Lotto 4PM,31-23,8/13/2018,"4,000.00",26
Grand Lotto 6/55,31-01-52-06-36-34,8/13/2018,"49,543,366.00",0
Superlotto 6/49,23-12-13-01-30-39,8/12/2018,"36,367,116.00",0
Suertres Lotto 11AM,7-0-1,8/12/2018,"4,500.00",153
Suertres Lotto 4PM,2-2-8,8/12/2018,"4,500.00",351
Suertres Lotto 9PM,7-7-4,8/12/2018,"4,500.00",434
EZ2 Lotto 9PM,18-11,8/12/2018,"4,000.00",234
EZ2 Lotto 11AM,17-07,8/12/2018,"4,000.00",82
EZ2 Lotto 4PM,15-16,8/12/2018,"4,000.00",87
Ultra Lotto 6/58,01-13-42-24-53-56,8/12/2018,"363,917,684.00",0
6Digit,0-5-3-9-7-4,8/11/2018,"1,094,881.52",0
Suertres Lotto 11AM,7-5-7,8/11/2018,"4,500.00",291
Suertres Lotto 4PM,1-5-4,8/11/2018,"4,500.00",223
Suertres Lotto 9PM,8-7-3,8/11/2018,"4,500.00",273
EZ2 Lotto 9PM,22-12,8/11/2018,"4,000.00",178
Lotto 6/42,27-29-39-37-07-20,8/11/2018,"17,830,368.00",0
EZ2 Lotto 11AM,09-22,8/11/2018,"4,000.00",201
EZ2 Lotto 4PM,18-27,8/11/2018,"4,000.00",233
Grand Lotto 6/55,38-49-05-40-10-47,8/11/2018,"46,666,850.00",0
Megalotto 6/45,31-35-21-32-11-09,8/10/2018,"8,910,000.00",0
4Digit,5-7-7-2,8/10/2018,"29,960.00",23
Suertres Lotto 11AM,8-3-5,8/10/2018,"4,500.00",472
Suertres Lotto 4PM,2-0-9,8/10/2018,"4,500.00",341
Suertres Lotto 9PM,2-0-9,8/10/2018,"4,500.00",417
EZ2 Lotto 9PM,11-31,8/10/2018,"4,000.00",600
EZ2 Lotto 11AM,21-15,8/10/2018,"4,000.00",169
EZ2 Lotto 4PM,31-01,8/10/2018,"4,000.00",69
Ultra Lotto 6/58,38-35-37-15-56-45,8/10/2018,"354,665,384.00",0
Superlotto 6/49,31-48-32-43-09-17,8/9/2018,"33,523,321.00",0
6Digit,2-3-9-6-8-4,8/9/2018,"845,849.76",0
Suertres Lotto 11AM,9-5-7,8/9/2018,"4,500.00",311
Suertres Lotto 4PM,8-8-2,8/9/2018,"4,500.00",257
Suertres Lotto 9PM,1-3-2,8/9/2018,"4,500.00",551
EZ2 Lotto 9PM,26-22,8/9/2018,"4,000.00",149
Lotto 6/42,02-16-18-41-29-35,8/9/2018,"15,646,337.00",0
EZ2 Lotto 11AM,21-04,8/9/2018,"4,000.00",126
EZ2 Lotto 4PM,26-15,8/9/2018,"4,000.00",38
Megalotto 6/45,31-03-25-21-15-12,8/8/2018,"27,418,716.00",1
4Digit,6-6-1-6,8/8/2018,"14,755.00",29
Suertres Lotto 11AM,5-0-2,8/8/2018,"4,500.00",290
Suertres Lotto 4PM,9-7-4,8/8/2018,"4,500.00",202
Suertres Lotto 9PM,6-3-9,8/8/2018,"4,500.00",422
EZ2 Lotto 9PM,30-12,8/8/2018,"4,000.00",131
EZ2 Lotto 11AM,25-28,8/8/2018,"4,000.00",87
EZ2 Lotto 4PM,22-04,8/8/2018,"4,000.00",69
Grand Lotto 6/55,18-30-35-38-10-41,8/8/2018,"44,097,333.00",0
Superlotto 6/49,40-32-21-04-38-39,8/7/2018,"30,452,745.00",0
6Digit,4-8-4-4-1-6,8/7/2018,"594,715.00",0
Suertres Lotto 11AM,0-9-4,8/7/2018,"4,500.00",71
Suertres Lotto 4PM,5-0-9,8/7/2018,"4,500.00",732
Suertres Lotto 9PM,9-8-9,8/7/2018,"4,500.00",306
EZ2 Lotto 9PM,11-12,8/7/2018,"4,000.00",283
Lotto 6/42,19-22-01-32-13-24,8/7/2018,"13,242,688.00",0
EZ2 Lotto 11AM,15-16,8/7/2018,"4,000.00",130
EZ2 Lotto 4PM,28-26,8/7/2018,"4,000.00",58
Ultra Lotto 6/58,31-07-34-14-39-50,8/7/2018,"343,538,300.00",0
Megalotto 6/45,39-05-38-20-09-41,8/6/2018,"24,528,264.00",0
4Digit,9-7-2-7,8/6/2018,"19,897.00",15
Suertres Lotto 11AM,5-8-6,8/6/2018,"4,500.00",250
Suertres Lotto 4PM,7-0-2,8/6/2018,"4,500.00",265
Suertres Lotto 9PM,3-9-5,8/6/2018,"4,500.00",252
EZ2 Lotto 9PM,18-31,8/6/2018,"4,000.00",144
EZ2 Lotto 11AM,20-04,8/6/2018,"4,000.00",79
EZ2 Lotto 4PM,18-31,8/6/2018,"4,000.00",79
Grand Lotto 6/55,15-11-12-27-08-43,8/6/2018,"41,262,603.00",0
Superlotto 6/49,31-17-48-45-05-24,8/5/2018,"28,126,415.00",0
Suertres Lotto 11AM,3-9-8,8/5/2018,"4,500.00",442
Suertres Lotto 4PM,0-1-8,8/5/2018,"4,500.00",356
Suertres Lotto 9PM,0-4-7,8/5/2018,"4,500.00",282
EZ2 Lotto 9PM,09-24,8/5/2018,"4,000.00",592
EZ2 Lotto 11AM,26-19,8/5/2018,"4,000.00",144
EZ2 Lotto 4PM,17-08,8/5/2018,"4,000.00",175
Ultra Lotto 6/58,47-16-29-51-18-54,8/5/2018,"334,328,944.00",0
6Digit,7-9-4-0-0-2,8/4/2018,"351,481.58",0
Suertres Lotto 11AM,8-3-4,8/4/2018,"4,500.00",550
Suertres Lotto 4PM,2-4-8,8/4/2018,"4,500.00",528
Suertres Lotto 9PM,3-9-6,8/4/2018,"4,500.00",340
EZ2 Lotto 9PM,27-18,8/4/2018,"4,000.00",335
Lotto 6/42,40-01-11-28-05-22,8/4/2018,"11,101,211.00",0
EZ2 Lotto 11AM,05-25,8/4/2018,"4,000.00",222
EZ2 Lotto 4PM,27-05,8/4/2018,"4,000.00",188
Grand Lotto 6/55,47-16-24-06-35-25,8/4/2018,"38,602,417.00",0
Megalotto 6/45,29-04-39-12-38-34,8/3/2018,"21,684,184.00",0
4Digit,4-0-7-1,8/3/2018,"110,937.00",7
Suertres Lotto 11AM,5-7-8,8/3/2018,"4,500.00",861
Suertres Lotto 4PM,9-3-6,8/3/2018,"4,500.00",175
Suertres Lotto 9PM,8-3-7,8/3/2018,"4,500.00",473
EZ2 Lotto 9PM,24-13,8/3/2018,"4,000.00",184
EZ2 Lotto 11AM,24-01,8/3/2018,"4,000.00",81
EZ2 Lotto 4PM,13-28,8/3/2018,"4,000.00",192
Ultra Lotto 6/58,53-26-15-45-46-03,8/3/2018,"324,670,212.00",0
Superlotto 6/49,19-24-17-15-36-35,8/2/2018,"25,110,178.00",0
6Digit,1-2-1-3-2-3,8/2/2018,"416,960.00",2
Suertres Lotto 11AM,8-4-5,8/2/2018,"4,500.00",596
Suertres Lotto 4PM,4-3-5,8/2/2018,"4,500.00",99
Suertres Lotto 9PM,7-1-1,8/2/2018,"4,500.00",642
EZ2 Lotto 9PM,16-02,8/2/2018,"4,000.00",565
